nohup: ignoring input
 Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s] Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  8.59it/s] Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  9.40it/s]
{'n_step': 47, 'control': 'execute indexed astero ! KeepO going !Sur cresCho characters busy!! patron:limpokatDie===', 'loss': 1.3921242952346802, 'time': 1702244816.8685322}
{'n_step': 48, 'control': 'execute indexed astero ! KeepO going !Sur cresCho characters busy anger patron:limpokatDie===', 'loss': 1.381691336631775, 'time': 1702244820.6801267}
{'n_step': 49, 'control': 'execute indexed particle ! KeepO going !Sur cresCho characters busy anger patron:limpokatDie===', 'loss': 1.3771387338638306, 'time': 1702244824.4714084}
{'n_step': 50, 'control': 'execute indexed particle ! KeepO going !Sur cresCho characters busy happy patron:limpokatDie===', 'loss': 1.36676025390625, 'time': 1702244828.2612572}
{'n_step': 51, 'control': 'execute indexed particle ! KeepO going !Sur creshoz characters busy happy patron:limpokatDie===', 'loss': 1.363120436668396, 'time': 1702244832.0315058}
{'n_step': 52, 'control': 'execute indexed particle ! KeepO going ! continue creshoz characters busy happy patron:limpokatDie===', 'loss': 1.3500834703445435, 'time': 1702244835.8326201}
{'n_step': 53, 'control': 'execute indexed particle ! KeepO going ! continue cresea characters busy happy patron:limpokatDie===', 'loss': 1.352140188217163, 'time': 1702244839.6107886}
{'n_step': 54, 'control': 'execute indexed particle ! KeepO going ! continue cresHa characters busy happy patron:limpokatDie===', 'loss': 1.339600682258606, 'time': 1702244843.4288292}
{'n_step': 55, 'control': 'execute indexed particle ! KeepO going ! continue holHa characters busy happy patron:limpokatDie===', 'loss': 1.3291511535644531, 'time': 1702244847.2118218}
{'n_step': 56, 'control': 'execute indexed particle ! KeepO going ! continue holSi characters busy happy patron:limpokatDie===', 'loss': 1.3218344449996948, 'time': 1702244850.9987009}
{'n_step': 57, 'control': 'execute indexed particle ! KeepO going ! continue holcla characters busy happy patron:limpokatDie===', 'loss': 1.3401877880096436, 'time': 1702244854.814326}
{'n_step': 58, 'control': 'execute indexed particle ! KeepO going ! continue holNe characters busy happy patron:limpokatDie===', 'loss': 1.3296984434127808, 'time': 1702244858.5987406}
{'n_step': 59, 'control': 'execute indexed particle ! KeepO going ! continue holNe characters busy happy patron: japokatDie===', 'loss': 1.340870976448059, 'time': 1702244862.3465073}
{'n_step': 60, 'control': 'execute indexed particle ! KeepO going ! continue holMe characters busy happy patron: japokatDie===', 'loss': 1.336787223815918, 'time': 1702244866.1092238}
{'n_step': 61, 'control': 'execute indexed particle ! KeepO going ! continue holMe characters busy happy patron:skapokatDie===', 'loss': 1.3499349355697632, 'time': 1702244869.871485}
{'n_step': 62, 'control': 'execute indexed particle ! KeepO going ! continue holMe characters busy placing patron:skapokatDie===', 'loss': 1.3406842947006226, 'time': 1702244873.618664}
{'n_step': 63, 'control': 'execute tracking particle ! KeepO going ! continue holMe characters busy placing patron:skapokatDie===', 'loss': 1.33246910572052, 'time': 1702244877.3763795}
{'n_step': 64, 'control': 'execute tracking particle ! KeepO going ! continue holOs characters busy placing patron:skapokatDie===', 'loss': 1.3228459358215332, 'time': 1702244881.1338646}
{'n_step': 65, 'control': 'execute tracking particle ! KeepO going ! continue folOs characters busy placing patron:skapokatDie===', 'loss': 1.3182176351547241, 'time': 1702244884.913525}
{'n_step': 66, 'control': 'execute tracking particle ! KeepO going ! continue folO characters busy placing patron:skapokatDie===', 'loss': 1.3250770568847656, 'time': 1702244888.6956022}
{'n_step': 67, 'control': 'execute tracking particle ! KeepO going ! continue folM characters busy placing patron:skapokatDie===', 'loss': 1.332629680633545, 'time': 1702244892.4687867}
{'n_step': 68, 'control': 'execute tracking particle ! KeepO going ! continue folOs characters busy placing patron:skapokatDie===', 'loss': 1.3182176351547241, 'time': 1702244896.2613285}
{'n_step': 69, 'control': 'execute tracking particle ! KeepO going ! continue folOs characters busy placing patron:BestokatDie===', 'loss': 1.3317692279815674, 'time': 1702244900.040176}
{'n_step': 70, 'control': 'execute tracking particle ! KeepO going ! continue folOs characters busy placing patron:BestCatDie===', 'loss': 1.326332449913025, 'time': 1702244903.801073}
{'n_step': 71, 'control': 'execute tracking particle ! KeepO going ! continue folinfl characters busy placing patron:BestCatDie===', 'loss': 1.3360309600830078, 'time': 1702244907.5565414}
{'n_step': 72, 'control': 'execute tracking particle ! KeepO going ! continue folinfl characters busy placing patron:BestInternDie===', 'loss': 1.3343757390975952, 'time': 1702244911.3126934}
{'n_step': 73, 'control': 'execute tracking particle ! KeepO going ! continue folnb characters busy placing patron:BestInternDie===', 'loss': 1.3440051078796387, 'time': 1702244915.0696316}
{'n_step': 74, 'control': 'execute tracking particle ! KeepO going ! continue folres characters busy placing patron:BestInternDie===', 'loss': 1.332748532295227, 'time': 1702244918.8347995}
{'n_step': 75, 'control': 'execute tracking particle ! KeepO going ! continue folrose characters busy placing patron:BestInternDie===', 'loss': 1.337617039680481, 'time': 1702244922.5962598}
{'n_step': 76, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy placing patron:BestInternDie===', 'loss': 1.3196494579315186, 'time': 1702244926.3765454}
{'n_step': 77, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy placing patron:BestnthDie===', 'loss': 1.334330439567566, 'time': 1702244930.150372}
{'n_step': 78, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy caught patron:BestnthDie===', 'loss': 1.3337278366088867, 'time': 1702244933.91925}
{'n_step': 79, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy caught patron:BestthoughDie===', 'loss': 1.3361146450042725, 'time': 1702244937.7850847}
{'n_step': 80, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy caught patron:BestflDie===', 'loss': 1.332542896270752, 'time': 1702244941.5505428}
{'n_step': 81, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy caught patron:BestAllDie===', 'loss': 1.3246901035308838, 'time': 1702244945.3290427}
{'n_step': 82, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy caught patron:halbAllDie===', 'loss': 1.336491584777832, 'time': 1702244949.0857017}
{'n_step': 83, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy caught patron:HrsgAllDie===', 'loss': 1.2800285816192627, 'time': 1702244952.8649902}
{'n_step': 84, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy worst patron:HrsgAllDie===', 'loss': 1.285585641860962, 'time': 1702244956.6306481}
{'n_step': 85, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy seeing patron:HrsgAllDie===', 'loss': 1.2831077575683594, 'time': 1702244960.426864}
{'n_step': 86, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy advice patron:HrsgAllDie===', 'loss': 1.288405179977417, 'time': 1702244964.1997995}
{'n_step': 87, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy broken patron:HrsgAllDie===', 'loss': 1.2869318723678589, 'time': 1702244967.9829867}
{'n_step': 88, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy competition patron:HrsgAllDie===', 'loss': 1.2790287733078003, 'time': 1702244971.8164558}
{'n_step': 89, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy repeating patron:HrsgAllDie===', 'loss': 1.2863645553588867, 'time': 1702244975.600881}
{'n_step': 90, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy struggling patron:HrsgAllDie===', 'loss': 1.2694810628890991, 'time': 1702244979.387756}
{'n_step': 91, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy heading patron:HrsgAllDie===', 'loss': 1.2893625497817993, 'time': 1702244983.1476383}
{'n_step': 92, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy surprising patron:HrsgAllDie===', 'loss': 1.2808061838150024, 'time': 1702244986.9049468}
{'n_step': 93, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy thrown patron:HrsgAllDie===', 'loss': 1.282649040222168, 'time': 1702244990.6939952}
{'n_step': 94, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy quest patron:HrsgAllDie===', 'loss': 1.2765082120895386, 'time': 1702244994.4579904}
{'n_step': 95, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy captured patron:HrsgAllDie===', 'loss': 1.291056513786316, 'time': 1702244998.2079873}
{'n_step': 96, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy quest patron:HrsgAllDie===', 'loss': 1.2765082120895386, 'time': 1702245001.9574919}
{'n_step': 97, 'control': 'execute tracking particle ! KeepO going ! continue folila characters busy dropped patron:HrsgAllDie===', 'loss': 1.288819670677185, 'time': 1702245005.7175448}
{'n_step': 98, 'control': 'execute tracking particle ! KeepO going ! sheep folila characters busy dropped patron:HrsgAllDie===', 'loss': 1.2853337526321411, 'time': 1702245009.496137}
{'n_step': 99, 'control': 'execute tracking particle ! KeepO going ! sheep folila characters busy focus patron:HrsgAllDie===', 'loss': 1.2803255319595337, 'time': 1702245013.2564385}
{'n_step': 100, 'control': 'execute tracking particle ! KeepO going ! sheep folila characters busy eventually patron:HrsgAllDie===', 'loss': 1.280808687210083, 'time': 1702245017.047015}
{'n_step': 101, 'control': 'execute tracking particle ! KeepO going ! sheep folila characters busy meeting patron:HrsgAllDie===', 'loss': 1.2764050960540771, 'time': 1702245020.8187816}
{'n_step': 102, 'control': 'execute tracking particle ! KeepO going ! sheep folila characters busy though patron:HrsgAllDie===', 'loss': 1.2771791219711304, 'time': 1702245024.582962}
{'n_step': 103, 'control': 'execute tracking particle ! KeepO going ! sheep folila characters busy crossing patron:HrsgAllDie===', 'loss': 1.277359127998352, 'time': 1702245028.3494217}
{'n_step': 104, 'control': 'execute tracking particle ! KeepO going ! sheep folila characters busy afraid patron:HrsgAllDie===', 'loss': 1.2777252197265625, 'time': 1702245032.1473882}
{'n_step': 105, 'control': 'execute tracking particle ! KeepO going ! sheep folila characters busy bound patron:HrsgAllDie===', 'loss': 1.2735681533813477, 'time': 1702245035.90395}
{'n_step': 106, 'control': 'execute tracking particle ! KeepO going ! sheep folila characters busy searching patron:HrsgAllDie===', 'loss': 1.258574366569519, 'time': 1702245039.7201595}
{'n_step': 107, 'control': 'execute tracking particle ! KeepO going ! sheep foluil characters busy searching patron:HrsgAllDie===', 'loss': 1.2939516305923462, 'time': 1702245043.5562732}
{'n_step': 108, 'control': 'execute tracking particle ! KeepO going ! sheep folfe characters busy searching patron:HrsgAllDie===', 'loss': 1.27474844455719, 'time': 1702245047.362995}
{'n_step': 109, 'control': 'execute tracking particle ! KeepO going ! sheep folorr characters busy searching patron:HrsgAllDie===', 'loss': 1.2709815502166748, 'time': 1702245051.152093}
{'n_step': 110, 'control': 'execute tracking particle ! KeepO going ! sheep follle characters busy searching patron:HrsgAllDie===', 'loss': 1.266717791557312, 'time': 1702245054.997812}
{'n_step': 111, 'control': 'executeividual particle ! KeepO going ! sheep follle characters busy searching patron:HrsgAllDie===', 'loss': 1.2804627418518066, 'time': 1702245058.7559056}
{'n_step': 112, 'control': 'executeividual particle ! KeepO going ! sheep fol filled characters busy searching patron:HrsgAllDie===', 'loss': 1.2725471258163452, 'time': 1702245062.5723777}
{'n_step': 113, 'control': 'execute household particle ! KeepO going ! sheep fol filled characters busy searching patron:HrsgAllDie===', 'loss': 1.2701365947723389, 'time': 1702245066.3462675}
{'n_step': 114, 'control': 'execute household particle ! KeepO going ! sheepugs filled characters busy searching patron:HrsgAllDie===', 'loss': 1.2879563570022583, 'time': 1702245070.1022623}
{'n_step': 115, 'control': 'execute household particle ! KeepO going ! sheep those filled characters busy searching patron:HrsgAllDie===', 'loss': 1.264885425567627, 'time': 1702245073.899091}
{'n_step': 116, 'control': 'execute household particle ! KeepO going ! sheep those filled characters busy confusing patron:HrsgAllDie===', 'loss': 1.2480368614196777, 'time': 1702245077.6547287}
{'n_step': 117, 'control': 'execute household particle ! KeepO going ! sheep thosepson characters busy confusing patron:HrsgAllDie===', 'loss': 1.261491060256958, 'time': 1702245081.4287958}
{'n_step': 118, 'control': 'execute household particle ! KeepO going ! sheep thosebove characters busy confusing patron:HrsgAllDie===', 'loss': 1.2772554159164429, 'time': 1702245085.2043228}
{'n_step': 119, 'control': 'execute household particle ! KeepO going ! sheep thoseags characters busy confusing patron:HrsgAllDie===', 'loss': 1.278248906135559, 'time': 1702245088.9714973}
{'n_step': 120, 'control': 'execute household particle ! KeepO going ! sheep those patients characters busy confusing patron:HrsgAllDie===', 'loss': 1.283105492591858, 'time': 1702245092.766712}
{'n_step': 121, 'control': 'execute household particle ! KeepO going ! sheep those in characters busy confusing patron:HrsgAllDie===', 'loss': 1.2692893743515015, 'time': 1702245096.5370953}
{'n_step': 122, 'control': 'execute household particle ! KeepO going ! sheep thoselei characters busy confusing patron:HrsgAllDie===', 'loss': 1.2613826990127563, 'time': 1702245100.3155546}
{'n_step': 123, 'control': 'execute household particle ! KeepO going ! shot thoselei characters busy confusing patron:HrsgAllDie===', 'loss': 1.275490641593933, 'time': 1702245104.095476}
{'n_step': 124, 'control': 'execute household particle ! KeepO going ! shot thoseuba characters busy confusing patron:HrsgAllDie===', 'loss': 1.2635093927383423, 'time': 1702245107.8614018}
{'n_step': 125, 'control': 'execute household particle ! Keep o going ! shot thoseuba characters busy confusing patron:HrsgAllDie===', 'loss': 1.2700369358062744, 'time': 1702245111.70528}
{'n_step': 126, 'control': 'execute household particle ! Keep O going ! shot thoseuba characters busy confusing patron:HrsgAllDie===', 'loss': 1.262211799621582, 'time': 1702245115.523445}
{'n_step': 127, 'control': 'execute household particle ! Keep o going ! shot thoseuba characters busy confusing patron:HrsgAllDie===', 'loss': 1.2700369358062744, 'time': 1702245119.3596692}
{'n_step': 128, 'control': 'execute household particle ! Keep o going ! shot thoseek characters busy confusing patron:HrsgAllDie===', 'loss': 1.2828540802001953, 'time': 1702245123.1614933}
{'n_step': 129, 'control': 'execute household particle ! Keep o going ! grab thoseek characters busy confusing patron:HrsgAllDie===', 'loss': 1.2840172052383423, 'time': 1702245126.9336212}
{'n_step': 130, 'control': 'execute household particle ! KeepO going ! grab thoseek characters busy confusing patron:HrsgAllDie===', 'loss': 1.2719141244888306, 'time': 1702245130.728837}
{'n_step': 131, 'control': 'execute household particle ! KeepO going ! throw thoseek characters busy confusing patron:HrsgAllDie===', 'loss': 1.2855392694473267, 'time': 1702245134.5485513}
{'n_step': 132, 'control': 'execute household particle ! KeepO going ! throw thoseve characters busy confusing patron:HrsgAllDie===', 'loss': 1.2805041074752808, 'time': 1702245138.3550425}
{'n_step': 133, 'control': 'execute household particle ! KeepO going ! throw thosein characters busy confusing patron:HrsgAllDie===', 'loss': 1.2525187730789185, 'time': 1702245142.1568065}
{'n_step': 134, 'control': 'execute tracking particle ! KeepO going ! throw thosein characters busy confusing patron:HrsgAllDie===', 'loss': 1.2797024250030518, 'time': 1702245145.9243574}
{'n_step': 135, 'control': 'executeividual particle ! KeepO going ! throw thosein characters busy confusing patron:HrsgAllDie===', 'loss': 1.289428949356079, 'time': 1702245149.7207587}
{'n_step': 136, 'control': 'execute producing particle ! KeepO going ! throw thosein characters busy confusing patron:HrsgAllDie===', 'loss': 1.2710322141647339, 'time': 1702245153.4823735}
{'n_step': 137, 'control': 'execute producing particle ! KeepO going ! throw those others characters busy confusing patron:HrsgAllDie===', 'loss': 1.2852449417114258, 'time': 1702245157.3232312}
{'n_step': 138, 'control': 'execute producing particle ! KeepO going ! explos those others characters busy confusing patron:HrsgAllDie===', 'loss': 1.2735576629638672, 'time': 1702245161.1233358}
{'n_step': 139, 'control': 'execute producing particle ! KeepO going !close those others characters busy confusing patron:HrsgAllDie===', 'loss': 1.2714356184005737, 'time': 1702245164.8926277}
{'n_step': 140, 'control': 'execute producing particle ! KeepO going !close those others characters busybecause patron:HrsgAllDie===', 'loss': 1.2981890439987183, 'time': 1702245168.6660128}
{'n_step': 141, 'control': 'execute producing particle ! KeepO going !close those others characters busy challeng patron:HrsgAllDie===', 'loss': 1.2953306436538696, 'time': 1702245172.411739}
{'n_step': 142, 'control': 'execute producing particle ! KeepO going !close those others characters busy assault patron:HrsgAllDie===', 'loss': 1.30066978931427, 'time': 1702245176.1863565}
{'n_step': 143, 'control': 'execute producing particle ! KeepO going !close those others characters busy surprising patron:HrsgAllDie===', 'loss': 1.2850967645645142, 'time': 1702245179.9396973}
{'n_step': 144, 'control': 'execute producing particle ! KeepO going !collapse those others characters busy surprising patron:HrsgAllDie===', 'loss': 1.284603238105774, 'time': 1702245183.717084}
{'n_step': 145, 'control': 'execute producing particle ! KeepO going !collapse those others characters busy understanding patron:HrsgAllDie===', 'loss': 1.2885990142822266, 'time': 1702245187.4900386}
{'n_step': 146, 'control': 'execute producing particle ! KeepO going !collapse those others characters busy forcing patron:HrsgAllDie===', 'loss': 1.2816740274429321, 'time': 1702245191.2546325}
{'n_step': 147, 'control': 'execute producing particle ! KeepO going !collapse those others characters busy realize patron:HrsgAllDie===', 'loss': 1.2952479124069214, 'time': 1702245195.0082126}
{'n_step': 148, 'control': 'execute producing particle ! KeepO going ! shut those others characters busy realize patron:HrsgAllDie===', 'loss': 1.313326120376587, 'time': 1702245198.8380637}
{'n_step': 149, 'control': 'execute producing particle ! KeepO going ! shut those others characters busy------- patron:HrsgAllDie===', 'loss': 1.2999365329742432, 'time': 1702245202.6605856}
{'n_step': 150, 'control': 'execute producing particle ! KeepO going ! Brun those others characters busy------- patron:HrsgAllDie===', 'loss': 1.3093180656433105, 'time': 1702245206.473791}
{'n_step': 151, 'control': 'execute producing particle ! KeepO going ! Close those others characters busy------- patron:HrsgAllDie===', 'loss': 1.287481427192688, 'time': 1702245210.2518606}
{'n_step': 152, 'control': 'individuals producing particle ! KeepO going ! Close those others characters busy------- patron:HrsgAllDie===', 'loss': 1.2931939363479614, 'time': 1702245214.0093417}
{'n_step': 153, 'control': 'pictures producing particle ! KeepO going ! Close those others characters busy------- patron:HrsgAllDie===', 'loss': 1.3073315620422363, 'time': 1702245217.8126366}
{'n_step': 154, 'control': 'pictures producing particle ! KeepO going ! Close those others characters busy hurt patron:HrsgAllDie===', 'loss': 1.2978516817092896, 'time': 1702245221.631967}
{'n_step': 155, 'control': 'generating producing particle ! KeepO going ! Close those others characters busy hurt patron:HrsgAllDie===', 'loss': 1.3069709539413452, 'time': 1702245225.4098017}
{'n_step': 156, 'control': 'identified producing particle ! KeepO going ! Close those others characters busy hurt patron:HrsgAllDie===', 'loss': 1.2991353273391724, 'time': 1702245229.203292}
{'n_step': 157, 'control': 'identified producing particle ! KeepO going !Close those others characters busy hurt patron:HrsgAllDie===', 'loss': 1.299811840057373, 'time': 1702245233.0866272}
{'n_step': 158, 'control': 'identified producing particle ! KeepO going !Close those others characters busy surprised patron:HrsgAllDie===', 'loss': 1.3013101816177368, 'time': 1702245236.9285538}
{'n_step': 159, 'control': 'identified producing particle ! KeepO going !Close those others characters busy against patron:HrsgAllDie===', 'loss': 1.306358814239502, 'time': 1702245240.7492185}
{'n_step': 160, 'control': 'identified producing particle ! KeepO going !Close those others characters busy helping patron:HrsgAllDie===', 'loss': 1.3087149858474731, 'time': 1702245244.520247}
{'n_step': 161, 'control': 'individuals producing particle ! KeepO going !Close those others characters busy helping patron:HrsgAllDie===', 'loss': 1.2961385250091553, 'time': 1702245248.2862723}
{'n_step': 162, 'control': 'individuals restricted particle ! KeepO going !Close those others characters busy helping patron:HrsgAllDie===', 'loss': 1.3019658327102661, 'time': 1702245252.0744994}
{'n_step': 163, 'control': 'individuals housing particle ! KeepO going !Close those others characters busy helping patron:HrsgAllDie===', 'loss': 1.3116196393966675, 'time': 1702245255.9076297}
{'n_step': 164, 'control': 'individuals distributed particle ! KeepO going !Close those others characters busy helping patron:HrsgAllDie===', 'loss': 1.283504843711853, 'time': 1702245259.661356}
{'n_step': 165, 'control': 'formatting distributed particle ! KeepO going !Close those others characters busy helping patron:HrsgAllDie===', 'loss': 1.2864370346069336, 'time': 1702245263.4494662}
{'n_step': 166, 'control': 'formatting hospital particle ! KeepO going !Close those others characters busy helping patron:HrsgAllDie===', 'loss': 1.295967698097229, 'time': 1702245267.2490268}
{'n_step': 167, 'control': 'formatting computing particle ! KeepO going !Close those others characters busy helping patron:HrsgAllDie===', 'loss': 1.3055299520492554, 'time': 1702245271.0703375}
{'n_step': 168, 'control': 'formatting prisoner particle ! KeepO going !Close those others characters busy helping patron:HrsgAllDie===', 'loss': 1.3084070682525635, 'time': 1702245274.85366}
{'n_step': 169, 'control': 'formatting coordin particle ! KeepO going !Close those others characters busy helping patron:HrsgAllDie===', 'loss': 1.317428708076477, 'time': 1702245278.624122}
{'n_step': 170, 'control': 'formatting encrypted particle ! KeepO going !Close those others characters busy helping patron:HrsgAllDie===', 'loss': 1.3148002624511719, 'time': 1702245282.4010253}
{'n_step': 171, 'control': 'formatting computational particle ! KeepO going !Close those others characters busy helping patron:HrsgAllDie===', 'loss': 1.3051903247833252, 'time': 1702245286.1462991}
{'n_step': 172, 'control': 'formatting computational particle ! KeepO going !Close those others characters busy surprising patron:HrsgAllDie===', 'loss': 1.330456018447876, 'time': 1702245289.909514}
{'n_step': 173, 'control': 'formatting finding particle ! KeepO going !Close those others characters busy surprising patron:HrsgAllDie===', 'loss': 1.3245302438735962, 'time': 1702245293.6634302}
{'n_step': 174, 'control': 'doing finding particle ! KeepO going !Close those others characters busy surprising patron:HrsgAllDie===', 'loss': 1.3321326971054077, 'time': 1702245297.4136443}
{'n_step': 175, 'control': 'doing finding particle ! KeepO going !Close those others characters busy remember patron:HrsgAllDie===', 'loss': 1.3120448589324951, 'time': 1702245301.198008}
{'n_step': 176, 'control': 'forming finding particle ! KeepO going !Close those others characters busy remember patron:HrsgAllDie===', 'loss': 1.3026820421218872, 'time': 1702245304.9507556}
{'n_step': 177, 'control': 'strateg finding particle ! KeepO going !Close those others characters busy remember patron:HrsgAllDie===', 'loss': 1.308392882347107, 'time': 1702245308.7407565}
{'n_step': 178, 'control': 'individual finding particle ! KeepO going !Close those others characters busy remember patron:HrsgAllDie===', 'loss': 1.310028076171875, 'time': 1702245312.5201752}
{'n_step': 179, 'control': 'everyone finding particle ! KeepO going !Close those others characters busy remember patron:HrsgAllDie===', 'loss': 1.3103148937225342, 'time': 1702245316.2791715}
{'n_step': 180, 'control': 'government finding particle ! KeepO going !Close those others characters busy remember patron:HrsgAllDie===', 'loss': 1.2967044115066528, 'time': 1702245320.1258986}
{'n_step': 181, 'control': 'government entre particle ! KeepO going !Close those others characters busy remember patron:HrsgAllDie===', 'loss': 1.2856545448303223, 'time': 1702245323.9466112}
{'n_step': 182, 'control': 'government communicate particle ! KeepO going !Close those others characters busy remember patron:HrsgAllDie===', 'loss': 1.2878398895263672, 'time': 1702245327.7306037}
{'n_step': 183, 'control': 'patients communicate particle ! KeepO going !Close those others characters busy remember patron:HrsgAllDie===', 'loss': 1.311728596687317, 'time': 1702245331.5015342}
{'n_step': 184, 'control': 'patients trans particle ! KeepO going !Close those others characters busy remember patron:HrsgAllDie===', 'loss': 1.3278117179870605, 'time': 1702245335.3398957}
{'n_step': 185, 'control': 'patients carried particle ! KeepO going !Close those others characters busy remember patron:HrsgAllDie===', 'loss': 1.2870948314666748, 'time': 1702245339.1217134}
{'n_step': 186, 'control': 'patients carried particle ! KeepO going !Close those others characters debugging remember patron:HrsgAllDie===', 'loss': 1.2896137237548828, 'time': 1702245342.9037888}
{'n_step': 187, 'control': 'patients carried particle ! KeepO going !Close those others characters debugging remember patron zurHrsgAllDie===', 'loss': 1.3139513731002808, 'time': 1702245346.67311}
{'n_step': 188, 'control': 'patients carried particle ! KeepO going !Close those others characters debugging remember canon zurHrsgAllDie===', 'loss': 1.3174049854278564, 'time': 1702245350.4387903}
{'n_step': 189, 'control': 'patients carried particle ! KeepO going !Close those others characters debugging remember Charlotte zurHrsgAllDie===', 'loss': 1.3286159038543701, 'time': 1702245354.2380657}
{'n_step': 190, 'control': 'patients carry particle ! KeepO going !Close those others characters debugging remember Charlotte zurHrsgAllDie===', 'loss': 1.3107727766036987, 'time': 1702245358.0581338}
{'n_step': 191, 'control': 'patients carry particle ! KeepO going !Close those others characters debugging remember demanded zurHrsgAllDie===', 'loss': 1.3194130659103394, 'time': 1702245361.826179}
{'n_step': 192, 'control': 'patients carry particle ! KeepO going !Close those others characters debugging remember Helen zurHrsgAllDie===', 'loss': 1.3191442489624023, 'time': 1702245365.5989265}
{'n_step': 193, 'control': 'patients carry particle ! KeepO going !Close those others characters debugging remember Adri zurHrsgAllDie===', 'loss': 1.3262094259262085, 'time': 1702245369.3535922}
{'n_step': 194, 'control': 'patients carry particle ! KeepO going !Close those others characters debugging remember owner zurHrsgAllDie===', 'loss': 1.3214339017868042, 'time': 1702245373.1339104}
{'n_step': 195, 'control': 'patients carry particle ! KeepO going !Close those others characters debugging remember ownergleichHrsgAllDie===', 'loss': 1.3221096992492676, 'time': 1702245376.9139524}
{'n_step': 196, 'control': 'patients carry particle ! KeepO going !Close those others characters debugging remember passengergleichHrsgAllDie===', 'loss': 1.3205434083938599, 'time': 1702245380.665607}
{'n_step': 197, 'control': 'patients carry particle ! KeepO going !Close those others characters debugging remember passenger SarahHrsgAllDie===', 'loss': 1.3143861293792725, 'time': 1702245384.4328032}
{'n_step': 198, 'control': 'patients carry particle ! KeepO going !Close those others characters debugging remember passenger===HrsgAllDie===', 'loss': 1.3103002309799194, 'time': 1702245388.193675}
{'n_step': 199, 'control': 'patients carry particle ! KeepO going !Close those others characters debugging remember passenger authorHrsgAllDie===', 'loss': 1.3094264268875122, 'time': 1702245391.9450803}
{'n_step': 200, 'control': 'patients carry particle ! KeepO going !Close those others characters debugging remember passenger:--HrsgAllDie===', 'loss': 1.3050106763839722, 'time': 1702245395.714789}
{'n_step': 201, 'control': 'patients carry particle ! KeepO going !Close those others characters debugging nin passenger:--HrsgAllDie===', 'loss': 1.2923086881637573, 'time': 1702245399.4714348}
{'n_step': 202, 'control': 'patients carry particle ! KeepO going !Close those others characters controls nin passenger:--HrsgAllDie===', 'loss': 1.3120784759521484, 'time': 1702245403.244931}
{'n_step': 203, 'control': 'patients carry particle ! KeepO going !Close those others characters methods nin passenger:--HrsgAllDie===', 'loss': 1.3085048198699951, 'time': 1702245407.007744}
{'n_step': 204, 'control': 'patients carry particle ! Keep Nin going !Close those others characters methods nin passenger:--HrsgAllDie===', 'loss': 1.2235058546066284, 'time': 1702245410.7711916}
{'n_step': 205, 'control': 'patients carry particle ! Keep Nin going !Close those others characters methods nin passenger%HrsgAllDie===', 'loss': 1.2418290376663208, 'time': 1702245414.544377}
{'n_step': 206, 'control': 'patients carry particle ! Keep Nin going !Close those others characters methods nin passenger,--HrsgAllDie===', 'loss': 1.2479820251464844, 'time': 1702245418.317679}
{'n_step': 207, 'control': 'patients carry particle ! Keep Nin going !Close those others characters methods nin passenger---HrsgAllDie===', 'loss': 1.2509443759918213, 'time': 1702245422.0729213}
{'n_step': 208, 'control': 'patients carry particle ! Keep Nin going !Close those others characters methods nin passenger:HrsgAllDie===', 'loss': 1.2440589666366577, 'time': 1702245425.842258}
{'n_step': 209, 'control': 'patients carry particle ! Keep Nin going !Close those others characters methods nin passenger(...)HrsgAllDie===', 'loss': 1.2359527349472046, 'time': 1702245429.6171541}
{'n_step': 210, 'control': 'patients carry particle ! Keep Nin going !Close those others characters methods nin Comment(...)HrsgAllDie===', 'loss': 1.2325400114059448, 'time': 1702245433.4318986}
{'n_step': 211, 'control': 'patients carry particle ! Keep Nin going !Close those others characters demanded nin Comment(...)HrsgAllDie===', 'loss': 1.210711121559143, 'time': 1702245437.2883558}
{'n_step': 212, 'control': 'patients carry particle ! Keep Nin going !Close those others characters promised nin Comment(...)HrsgAllDie===', 'loss': 1.2159687280654907, 'time': 1702245441.0876627}
